year,area,area_name,ptypeb,racecomp,scenario,model,pop,base,lf
2024,36,New York,Total,Hispanic,Partial emp.,Fixed (7%),509987.04,12138.72416,0.02820757
2024,36,New York,Total,Hispanic,Max emp.,Sliding scale,509987.04,8588.999271,0.02012484
2024,36,New York,Total,Hispanic,Max emp.,Fixed (7%),509987.04,6508.83093,0.0153255
2024,37,North Carolina,Total,Hispanic,Universal,Sliding scale,212845.0885,5246.364101,0.03010041
2024,37,North Carolina,Total,Hispanic,Universal,Fixed (7%),212845.0885,3572.730481,0.02069687
2024,37,North Carolina,Total,Hispanic,Partial emp.,Sliding scale,212845.0885,4977.327092,0.02860099
2024,37,North Carolina,Total,Hispanic,Partial emp.,Fixed (7%),212845.0885,3339.119062,0.01936977
2024,37,North Carolina,Total,Hispanic,Max emp.,Sliding scale,212845.0885,2449.543799,0.01428317
2024,37,North Carolina,Total,Hispanic,Max emp.,Fixed (7%),212845.0885,1542.730045,0.0090434
2024,38,North Dakota,Total,Hispanic,Universal,Sliding scale,9350.999977,202.296442,0.02645333
2024,38,North Dakota,Total,Hispanic,Universal,Fixed (7%),9350.999977,157.0901723,0.02066408
2024,38,North Dakota,Total,Hispanic,Partial emp.,Sliding scale,9350.999977,197.6496957,0.02586141
2024,38,North Dakota,Total,Hispanic,Partial emp.,Fixed (7%),9350.999977,152.443426,0.0200651
2024,38,North Dakota,Total,Hispanic,Max emp.,Sliding scale,9350.999977,56.49054854,0.00753058
2024,38,North Dakota,Total,Hispanic,Max emp.,Fixed (7%),9350.999977,37.94880109,0.00507137
2024,39,Ohio,Total,Hispanic,Universal,Sliding scale,95783.86306,2690.108594,0.0330103
2024,39,Ohio,Total,Hispanic,Universal,Fixed (7%),95783.86306,2039.429433,0.02522725
2024,39,Ohio,Total,Hispanic,Partial emp.,Sliding scale,95783.86306,2538.271052,0.03120524
2024,39,Ohio,Total,Hispanic,Partial emp.,Fixed (7%),95783.86306,1898.755897,0.02352809
2024,39,Ohio,Total,Hispanic,Max emp.,Sliding scale,95783.86306,1377.389299,0.01717865
2024,39,Ohio,Total,Hispanic,Max emp.,Fixed (7%),95783.86306,989.7777336,0.01240437
2024,40,Oklahoma,Total,Hispanic,Universal,Sliding scale,91562.69229,3146.512397,0.04176513
2024,40,Oklahoma,Total,Hispanic,Universal,Fixed (7%),91562.69229,2366.104894,0.03173515
2024,40,Oklahoma,Total,Hispanic,Partial emp.,Sliding scale,91562.69229,2797.156032,0.03730093
2024,40,Oklahoma,Total,Hispanic,Partial emp.,Fixed (7%),91562.69229,2051.370131,0.02763044
2024,40,Oklahoma,Total,Hispanic,Max emp.,Sliding scale,91562.69229,1285.524968,0.01749555
2024,40,Oklahoma,Total,Hispanic,Max emp.,Fixed (7%),91562.69229,899.2186461,0.01230273
2024,41,Oregon,Total,Hispanic,Universal,Sliding scale,111473.7766,2746.125346,0.02898927
2024,41,Oregon,Total,Hispanic,Universal,Fixed (7%),111473.7766,1934.585631,0.02059878
2024,41,Oregon,Total,Hispanic,Partial emp.,Sliding scale,111473.7766,2657.717773,0.02808221
2024,41,Oregon,Total,Hispanic,Partial emp.,Fixed (7%),111473.7766,1860.550463,0.01982611
2024,41,Oregon,Total,Hispanic,Max emp.,Sliding scale,111473.7766,1512.933423,0.01618183
2024,41,Oregon,Total,Hispanic,Max emp.,Fixed (7%),111473.7766,978.8737936,0.01052985
2024,42,Pennsylvania,Total,Hispanic,Universal,Sliding scale,191644,5398.850748,0.03441655
2024,42,Pennsylvania,Total,Hispanic,Universal,Fixed (7%),191644,4066.991192,0.02614823
2024,42,Pennsylvania,Total,Hispanic,Partial emp.,Sliding scale,191644,4892.709046,0.03129097
2024,42,Pennsylvania,Total,Hispanic,Partial emp.,Fixed (7%),191644,3616.899153,0.02332191
2024,42,Pennsylvania,Total,Hispanic,Max emp.,Sliding scale,191644,2509.937991,0.01630053
2024,42,Pennsylvania,Total,Hispanic,Max emp.,Fixed (7%),191644,1768.367692,0.01154006
2024,44,Rhode Island,Total,Hispanic,Universal,Sliding scale,35375,891.321725,0.03039738
2024,44,Rhode Island,Total,Hispanic,Universal,Fixed (7%),35375,684.8369325,0.02352111
2024,44,Rhode Island,Total,Hispanic,Partial emp.,Sliding scale,35375,786.3675233,0.02691439
2024,44,Rhode Island,Total,Hispanic,Partial emp.,Fixed (7%),35375,589.8150261,0.02032386
2024,44,Rhode Island,Total,Hispanic,Max emp.,Sliding scale,35375,363.5908907,0.01262706
2024,44,Rhode Island,Total,Hispanic,Max emp.,Fixed (7%),35375,247.1372182,0.00861762
2024,45,South Carolina,Total,Hispanic,Universal,Sliding scale,69725.95642,1951.720408,0.0362816
2024,45,South Carolina,Total,Hispanic,Universal,Fixed (7%),69725.95642,1415.461345,0.02657773
2024,45,South Carolina,Total,Hispanic,Partial emp.,Sliding scale,69725.95642,1886.209931,0.03510654
2024,45,South Carolina,Total,Hispanic,Partial emp.,Fixed (7%),69725.95642,1356.961598,0.02550732
2024,45,South Carolina,Total,Hispanic,Max emp.,Sliding scale,69725.95642,746.4930581,0.014195
2024,45,South Carolina,Total,Hispanic,Max emp.,Fixed (7%),69725.95642,480.2921084,0.0091795
2024,46,South Dakota,Total,Hispanic,Universal,Sliding scale,6265.279013,139.0560727,0.02569751
2024,46,South Dakota,Total,Hispanic,Universal,Fixed (7%),6265.279013,94.98834387,0.01769794
2024,46,South Dakota,Total,Hispanic,Partial emp.,Sliding scale,6265.279013,136.5423313,0.0252447
2024,46,South Dakota,Total,Hispanic,Partial emp.,Fixed (7%),6265.279013,92.480113,0.01723867
2024,46,South Dakota,Total,Hispanic,Max emp.,Sliding scale,6265.279013,95.68106908,0.0178247
2024,46,South Dakota,Total,Hispanic,Max emp.,Fixed (7%),6265.279013,65.73366772,0.01231442
2024,47,Tennessee,Total,Hispanic,Universal,Sliding scale,93626.55606,2438.445679,0.03216017
2024,47,Tennessee,Total,Hispanic,Universal,Fixed (7%),93626.55606,1582.569277,0.02111048
2024,47,Tennessee,Total,Hispanic,Partial emp.,Sliding scale,93626.55606,2314.770641,0.03057892
2024,47,Tennessee,Total,Hispanic,Partial emp.,Fixed (7%),93626.55606,1481.448784,0.01978829
2024,47,Tennessee,Total,Hispanic,Max emp.,Sliding scale,93626.55606,1106.642363,0.01485623
2024,47,Tennessee,Total,Hispanic,Max emp.,Fixed (7%),93626.55606,600.7111834,0.00811945
2024,48,Texas,Total,Hispanic,Universal,Sliding scale,1968201.306,56484.62419,0.03446873
2024,48,Texas,Total,Hispanic,Universal,Fixed (7%),1968201.306,39919.66362,0.02460902
2024,48,Texas,Total,Hispanic,Partial emp.,Sliding scale,1968201.306,52862.17347,0.03232966
2024,48,Texas,Total,Hispanic,Partial emp.,Fixed (7%),1968201.306,36629.20531,0.02262647
2024,48,Texas,Total,Hispanic,Max emp.,Sliding scale,1968201.306,28538.18644,0.01771706
2024,48,Texas,Total,Hispanic,Max emp.,Fixed (7%),1968201.306,18506.2909,0.01156107
2024,49,Utah,Total,Hispanic,Universal,Sliding scale,89831.66038,2594.570011,0.03350761
2024,49,Utah,Total,Hispanic,Universal,Fixed (7%),89831.66038,1692.542995,0.022116
2024,49,Utah,Total,Hispanic,Partial emp.,Sliding scale,89831.66038,2519.652973,0.0325716
2024,49,Utah,Total,Hispanic,Partial emp.,Fixed (7%),89831.66038,1621.973528,0.02121345
2024,49,Utah,Total,Hispanic,Max emp.,Sliding scale,89831.66038,1457.220015,0.01909983
2024,49,Utah,Total,Hispanic,Max emp.,Fixed (7%),89831.66038,871.1123042,0.01150609
2024,50,Vermont,Total,Hispanic,Universal,Sliding scale,2466.931513,15.9733856,0.0064777
2024,50,Vermont,Total,Hispanic,Universal,Fixed (7%),2466.931513,14.09837363,0.00572167
2024,50,Vermont,Total,Hispanic,Partial emp.,Sliding scale,2466.931513,16.14177314,0.00654554
2024,50,Vermont,Total,Hispanic,Partial emp.,Fixed (7%),2466.931513,14.24392149,0.0057804
2024,50,Vermont,Total,Hispanic,Max emp.,Sliding scale,2466.931513,12.56327947,0.00510185
2024,50,Vermont,Total,Hispanic,Max emp.,Fixed (7%),2466.931513,10.69408022,0.00434608
2024,51,Virginia,Total,Hispanic,Universal,Sliding scale,178869.2238,6266.387495,0.03978795
2024,51,Virginia,Total,Hispanic,Universal,Fixed (7%),178869.2238,4774.688141,0.0306064
2024,51,Virginia,Total,Hispanic,Partial emp.,Sliding scale,178869.2238,6086.801261,0.0386918
2024,51,Virginia,Total,Hispanic,Partial emp.,Fixed (7%),178869.2238,4612.263012,0.02959605
2024,51,Virginia,Total,Hispanic,Max emp.,Sliding scale,178869.2238,3469.520836,0.02242774
2024,51,Virginia,Total,Hispanic,Max emp.,Fixed (7%),178869.2238,2467.626102,0.01605525
2024,53,Washington,Total,Hispanic,Universal,Sliding scale,182893.0111,6158.024051,0.0394644
2024,53,Washington,Total,Hispanic,Universal,Fixed (7%),182893.0111,4723.525831,0.03055212
2024,53,Washington,Total,Hispanic,Partial emp.,Sliding scale,182893.0111,5684.069953,0.03653799
2024,53,Washington,Total,Hispanic,Partial emp.,Fixed (7%),182893.0111,4303.338749,0.02791017
2024,53,Washington,Total,Hispanic,Max emp.,Sliding scale,182893.0111,3122.929306,0.02041065
2024,53,Washington,Total,Hispanic,Max emp.,Fixed (7%),182893.0111,2213.371593,0.01455253
2024,54,West Virginia,Total,Hispanic,Universal,Sliding scale,6329.042746,162.7165356,0.03315506
2024,54,West Virginia,Total,Hispanic,Universal,Fixed (7%),6329.042746,119.3741111,0.02454035
2024,54,West Virginia,Total,Hispanic,Partial emp.,Sliding scale,6329.042746,162.7165356,0.03315506
2024,54,West Virginia,Total,Hispanic,Partial emp.,Fixed (7%),6329.042746,119.3741111,0.02454035
2024,54,West Virginia,Total,Hispanic,Max emp.,Sliding scale,6329.042746,32.33395452,0.00676816
2024,54,West Virginia,Total,Hispanic,Max emp.,Fixed (7%),6329.042746,24.2719203,0.0050892
2024,55,Wisconsin,Total,Hispanic,Universal,Sliding scale,81597.26284,2655.631829,0.03738174
2024,55,Wisconsin,Total,Hispanic,Universal,Fixed (7%),81597.26284,2051.981761,0.02913206
2024,55,Wisconsin,Total,Hispanic,Partial emp.,Sliding scale,81597.26284,2553.473383,0.03599548
2024,55,Wisconsin,Total,Hispanic,Partial emp.,Fixed (7%),81597.26284,1956.647036,0.02781624
2024,55,Wisconsin,Total,Hispanic,Max emp.,Sliding scale,81597.26284,1415.317351,0.02027659
2024,55,Wisconsin,Total,Hispanic,Max emp.,Fixed (7%),81597.26284,1008.89152,0.01453857
2024,56,Wyoming,Total,Hispanic,Universal,Sliding scale,8959.927287,222.5322634,0.02720293
2024,56,Wyoming,Total,Hispanic,Universal,Fixed (7%),8959.927287,146.3250066,0.01805535
2024,56,Wyoming,Total,Hispanic,Partial emp.,Sliding scale,8959.927287,222.550691,0.02720512
2024,56,Wyoming,Total,Hispanic,Partial emp.,Fixed (7%),8959.927287,146.3355564,0.01805663
2024,56,Wyoming,Total,Hispanic,Max emp.,Sliding scale,8959.927287,154.2940012,0.01901996
2024,56,Wyoming,Total,Hispanic,Max emp.,Fixed (7%),8959.927287,101.0829398,0.01254286
2024,99999,United States,Total,Hispanic,Universal,Sliding scale,10200741.14,302289.4615,0.03506754
2024,99999,United States,Total,Hispanic,Universal,Fixed (7%),10200741.14,221640.5459,0.02595457
2024,99999,United States,Total,Hispanic,Partial emp.,Sliding scale,10200741.14,283109.7459,0.0329158
2024,99999,United States,Total,Hispanic,Partial emp.,Fixed (7%),10200741.14,204239.5853,0.02396571
2024,99999,United States,Total,Hispanic,Max emp.,Sliding scale,10200741.14,157135.8451,0.01854098
2024,99999,United States,Total,Hispanic,Max emp.,Fixed (7%),10200741.14,107440.7071,0.01275206
2024,1,Alabama,Total,Asian,Universal,Sliding scale,16891.02917,282.0047622,0.02221909
2024,1,Alabama,Total,Asian,Universal,Fixed (7%),16891.02917,157.8968981,0.01256351
2024,1,Alabama,Total,Asian,Partial emp.,Sliding scale,16891.02917,277.2730878,0.02185443
2024,1,Alabama,Total,Asian,Partial emp.,Fixed (7%),16891.02917,153.5392676,0.01222102
2024,1,Alabama,Total,Asian,Max emp.,Sliding scale,16891.02917,147.5326656,0.01174854
2024,1,Alabama,Total,Asian,Max emp.,Fixed (7%),16891.02917,78.0238763,0.0062479
2024,2,Alaska,Total,Asian,Universal,Sliding scale,7581.999999,264.3742611,0.04040335
2024,2,Alaska,Total,Asian,Universal,Fixed (7%),7581.999999,202.6715733,0.03126841
2024,2,Alaska,Total,Asian,Partial emp.,Sliding scale,7581.999999,254.5195294,0.03895596
2024,2,Alaska,Total,Asian,Partial emp.,Fixed (7%),7581.999999,194.729845,0.03008001
2024,2,Alaska,Total,Asian,Max emp.,Sliding scale,7581.999999,128.1558609,0.02000199
2024,2,Alaska,Total,Asian,Max emp.,Fixed (7%),7581.999999,98.26258858,0.01540827
2024,4,Arizona,Total,Asian,Universal,Sliding scale,52088.00001,968.9434593,0.02302954
2024,4,Arizona,Total,Asian,Universal,Fixed (7%),52088.00001,633.2234346,0.01517131
2024,4,Arizona,Total,Asian,Partial emp.,Sliding scale,52088.00001,961.595956,0.0228589
2024,4,Arizona,Total,Asian,Partial emp.,Fixed (7%),52088.00001,628.4923827,0.01505966
2024,4,Arizona,Total,Asian,Max emp.,Sliding scale,52088.00001,418.017802,0.01006713
2024,4,Arizona,Total,Asian,Max emp.,Fixed (7%),52088.00001,263.3542997,0.00636608
2024,5,Arkansas,Total,Asian,Universal,Sliding scale,13573.86269,153.6871214,0.01344407
2024,5,Arkansas,Total,Asian,Universal,Fixed (7%),13573.86269,83.3424377,0.00733568
2024,5,Arkansas,Total,Asian,Partial emp.,Sliding scale,13573.86269,143.7916018,0.01258934
2024,5,Arkansas,Total,Asian,Partial emp.,Fixed (7%),13573.86269,73.45682783,0.00647119
2024,5,Arkansas,Total,Asian,Max emp.,Sliding scale,13573.86269,56.7795938,0.00500937
2024,5,Arkansas,Total,Asian,Max emp.,Fixed (7%),13573.86269,28.03506978,0.00247968
2024,6,California,Total,Asian,Universal,Sliding scale,926309.0545,22217.13338,0.02745557
2024,6,California,Total,Asian,Universal,Fixed (7%),926309.0545,17573.06895,0.02184186
2024,6,California,Total,Asian,Partial emp.,Sliding scale,926309.0545,21517.84306,0.0266144
2024,6,California,Total,Asian,Partial emp.,Fixed (7%),926309.0545,16983.81221,0.02112494
2024,6,California,Total,Asian,Max emp.,Sliding scale,926309.0545,12773.09699,0.01597118
2024,6,California,Total,Asian,Max emp.,Fixed (7%),926309.0545,9925.21687,0.01245461
2024,8,Colorado,Total,Asian,Universal,Sliding scale,39014.05387,1041.422737,0.02950417
2024,8,Colorado,Total,Asian,Universal,Fixed (7%),39014.05387,821.6615143,0.02342403
2024,8,Colorado,Total,Asian,Partial emp.,Sliding scale,39014.05387,1021.307602,2.90E-02
2024,8,Colorado,Total,Asian,Partial emp.,Fixed (7%),39014.05387,803.1503718,0.0229084
2024,8,Colorado,Total,Asian,Max emp.,Sliding scale,39014.05387,566.8707363,0.01627867
2024,8,Colorado,Total,Asian,Max emp.,Fixed (7%),39014.05387,444.457004,1.28E-02
2024,9,Connecticut,Total,Asian,Universal,Sliding scale,33982.99999,471.2416435,0.01656371
2024,9,Connecticut,Total,Asian,Universal,Fixed (7%),33982.99999,300.8679306,0.01063894
2024,9,Connecticut,Total,Asian,Partial emp.,Sliding scale,33982.99999,462.2396677,0.01625244
2024,9,Connecticut,Total,Asian,Partial emp.,Fixed (7%),33982.99999,293.3617256,0.01037627
2024,9,Connecticut,Total,Asian,Max emp.,Sliding scale,33982.99999,251.2378933,0.0088996
2024,9,Connecticut,Total,Asian,Max emp.,Fixed (7%),33982.99999,150.1959262,0.0053395
2024,10,Delaware,Total,Asian,Universal,Sliding scale,10525,104.0360821,0.01079768
2024,10,Delaware,Total,Asian,Universal,Fixed (7%),10525,59.90021908,0.00624553
2024,10,Delaware,Total,Asian,Partial emp.,Sliding scale,10525,91.00664678,0.00945818
2024,10,Delaware,Total,Asian,Partial emp.,Fixed (7%),10525,48.74047369,0.00508787
2024,10,Delaware,Total,Asian,Max emp.,Sliding scale,10525,41.61857287,0.00434767
2024,10,Delaware,Total,Asian,Max emp.,Fixed (7%),10525,12.98305137,0.00136034
2024,11,District of Columbia,Total,Asian,Universal,Sliding scale,5138,106.0853321,0.02287759
2024,11,District of Columbia,Total,Asian,Universal,Fixed (7%),5138,90.53568305,0.01958996
2024,11,District of Columbia,Total,Asian,Partial emp.,Sliding scale,5138,106.0853321,0.02287759
2024,11,District of Columbia,Total,Asian,Partial emp.,Fixed (7%),5138,90.53568305,0.01958996
2024,11,District of Columbia,Total,Asian,Max emp.,Sliding scale,5138,64.86984459,0.01411481
2024,11,District of Columbia,Total,Asian,Max emp.,Fixed (7%),5138,54.74114029,0.01193725
2024,12,Florida,Total,Asian,Universal,Sliding scale,117998.9933,1981.432495,0.02023141
2024,12,Florida,Total,Asian,Universal,Fixed (7%),117998.9933,1267.662155,0.01303848
2024,12,Florida,Total,Asian,Partial emp.,Sliding scale,117998.9933,1872.762554,0.01914308
2024,12,Florida,Total,Asian,Partial emp.,Fixed (7%),117998.9933,1180.108127,0.01214889
2024,12,Florida,Total,Asian,Max emp.,Sliding scale,117998.9933,861.2046952,0.00889507
2024,12,Florida,Total,Asian,Max emp.,Fixed (7%),117998.9933,481.3120698,0.00499088
2024,13,Georgia,Total,Asian,Universal,Sliding scale,108916.0568,1165.883814,0.01271454
2024,13,Georgia,Total,Asian,Universal,Fixed (7%),108916.0568,681.5781915,0.00747241
2024,13,Georgia,Total,Asian,Partial emp.,Sliding scale,108916.0568,1147.78036,0.01251958
2024,13,Georgia,Total,Asian,Partial emp.,Fixed (7%),108916.0568,667.9239227,0.00732381
2024,13,Georgia,Total,Asian,Max emp.,Sliding scale,108916.0568,455.7899034,0.00500941
2024,13,Georgia,Total,Asian,Max emp.,Fixed (7%),108916.0568,229.40306,0.00252757
2024,15,Hawaii,Total,Asian,Universal,Sliding scale,79304.99994,1306.696641,0.01888517
2024,15,Hawaii,Total,Asian,Universal,Fixed (7%),79304.99994,930.2261005,0.01351774
2024,15,Hawaii,Total,Asian,Partial emp.,Sliding scale,79304.99994,1281.074577,0.01852172
2024,15,Hawaii,Total,Asian,Partial emp.,Fixed (7%),79304.99994,910.0640857,0.01322862
2024,15,Hawaii,Total,Asian,Max emp.,Sliding scale,79304.99994,703.3730575,0.01025499
2024,15,Hawaii,Total,Asian,Max emp.,Fixed (7%),79304.99994,464.1877538,0.00679142
2024,16,Idaho,Total,Asian,Universal,Sliding scale,7089.971296,106.0494646,0.02042544
2024,16,Idaho,Total,Asian,Universal,Fixed (7%),7089.971296,63.90269632,0.01240857
2024,16,Idaho,Total,Asian,Partial emp.,Sliding scale,7089.971296,88.59663515,0.01712153
2024,16,Idaho,Total,Asian,Partial emp.,Fixed (7%),7089.971296,47.05730522,0.00916754
2024,16,Idaho,Total,Asian,Max emp.,Sliding scale,7089.971296,26.74267325,0.00523061
2024,16,Idaho,Total,Asian,Max emp.,Fixed (7%),7089.971296,13.75327611,0.00269686
2024,17,Illinois,Total,Asian,Universal,Sliding scale,139224.9783,1586.664715,0.01332899
2024,17,Illinois,Total,Asian,Universal,Fixed (7%),139224.9783,966.5051766,0.00816178
2024,17,Illinois,Total,Asian,Partial emp.,Sliding scale,139224.9783,1561.669615,0.01312177
2024,17,Illinois,Total,Asian,Partial emp.,Fixed (7%),139224.9783,945.4545642,7.99E-03
2024,17,Illinois,Total,Asian,Max emp.,Sliding scale,139224.9783,803.8814516,6.80E-03
2024,17,Illinois,Total,Asian,Max emp.,Fixed (7%),139224.9783,461.7071838,0.00391564
2024,18,Indiana,Total,Asian,Universal,Sliding scale,37227.0268,860.7639655,0.02853539
2024,18,Indiana,Total,Asian,Universal,Fixed (7%),37227.0268,622.6602566,0.02080619
2024,18,Indiana,Total,Asian,Partial emp.,Sliding scale,37227.0268,815.931926,0.02708941
2024,18,Indiana,Total,Asian,Partial emp.,Fixed (7%),37227.0268,585.0390651,0.01957368
2024,18,Indiana,Total,Asian,Max emp.,Sliding scale,37227.0268,362.0857778,0.01220537
2024,18,Indiana,Total,Asian,Max emp.,Fixed (7%),37227.0268,233.3470532,0.00790006
2024,19,Iowa,Total,Asian,Universal,Sliding scale,13528.93856,404.2990271,0.03566736
2024,19,Iowa,Total,Asian,Universal,Fixed (7%),13528.93856,310.8086764,0.02764765
2024,19,Iowa,Total,Asian,Partial emp.,Sliding scale,13528.93856,404.2990271,0.03566736
2024,19,Iowa,Total,Asian,Partial emp.,Fixed (7%),13528.93856,310.8086764,0.02764765
2024,19,Iowa,Total,Asian,Max emp.,Sliding scale,13528.93856,168.5216991,0.01518283
2024,19,Iowa,Total,Asian,Max emp.,Fixed (7%),13528.93856,109.0802808,0.00988042
2024,20,Kansas,Total,Asian,Universal,Sliding scale,22098.02552,328.1049025,0.017719
2024,20,Kansas,Total,Asian,Universal,Fixed (7%),22098.02552,223.2309803,0.01212404
2024,20,Kansas,Total,Asian,Partial emp.,Sliding scale,22098.02552,324.6989267,0.01753829
2024,20,Kansas,Total,Asian,Partial emp.,Fixed (7%),22098.02552,221.3399812,0.01202258
2024,20,Kansas,Total,Asian,Max emp.,Sliding scale,22098.02552,201.7767127,0.01097161
2024,20,Kansas,Total,Asian,Max emp.,Fixed (7%),22098.02552,139.9098304,0.00763328
2024,21,Kentucky,Total,Asian,Universal,Sliding scale,17850.04092,504.3493298,0.03395522
2024,21,Kentucky,Total,Asian,Universal,Fixed (7%),17850.04092,351.5806914,0.02391608
2024,21,Kentucky,Total,Asian,Partial emp.,Sliding scale,17850.04092,473.3728572,0.03193633
2024,21,Kentucky,Total,Asian,Partial emp.,Fixed (7%),17850.04092,325.4627299,0.02217882
2024,21,Kentucky,Total,Asian,Max emp.,Sliding scale,17850.04092,303.577288,0.02071833
2024,21,Kentucky,Total,Asian,Max emp.,Fixed (7%),17850.04092,203.3035275,0.01397052
2024,22,Louisiana,Total,Asian,Universal,Sliding scale,12952.99339,175.6454378,0.01669532
2024,22,Louisiana,Total,Asian,Universal,Fixed (7%),12952.99339,95.51102986,0.00914812
2024,22,Louisiana,Total,Asian,Partial emp.,Sliding scale,12952.99339,160.81753,0.01530748
2024,22,Louisiana,Total,Asian,Partial emp.,Fixed (7%),12952.99339,83.18104735,0.00797657
2024,22,Louisiana,Total,Asian,Max emp.,Sliding scale,12952.99339,87.01933048,0.00834156
2024,22,Louisiana,Total,Asian,Max emp.,Fixed (7%),12952.99339,37.55620289,0.00361724
2024,23,Maine,Total,Asian,Universal,Sliding scale,3253.995123,105.5659716,0.03696849
2024,23,Maine,Total,Asian,Universal,Fixed (7%),3253.995123,80.34552344,0.02838718
2024,23,Maine,Total,Asian,Partial emp.,Sliding scale,3253.995123,105.5659716,0.03696849
2024,23,Maine,Total,Asian,Partial emp.,Fixed (7%),3253.995123,80.34552344,0.02838718
2024,23,Maine,Total,Asian,Max emp.,Sliding scale,3253.995123,72.39490464,0.02565017
2024,23,Maine,Total,Asian,Max emp.,Fixed (7%),3253.995123,56.04719743,0.01997372
2024,24,Maryland,Total,Asian,Universal,Sliding scale,82814.12808,1791.423511,0.0248269
2024,24,Maryland,Total,Asian,Universal,Fixed (7%),82814.12808,1325.038473,0.01848285
2024,24,Maryland,Total,Asian,Partial emp.,Sliding scale,82814.12808,1754.829309,2.43E-02
2024,24,Maryland,Total,Asian,Partial emp.,Fixed (7%),82814.12808,1291.806575,0.01802766
2024,24,Maryland,Total,Asian,Max emp.,Sliding scale,82814.12808,862.9371935,0.01211513
2024,24,Maryland,Total,Asian,Max emp.,Fixed (7%),82814.12808,603.3516635,0.00850169
2024,25,Massachusetts,Total,Asian,Universal,Sliding scale,93426.014,1573.399483,0.01900415
2024,25,Massachusetts,Total,Asian,Universal,Fixed (7%),93426.014,1150.266528,0.01396475
2024,25,Massachusetts,Total,Asian,Partial emp.,Sliding scale,93426.014,1514.959724,0.01831122
2024,25,Massachusetts,Total,Asian,Partial emp.,Fixed (7%),93426.014,1094.269397,0.01329396
2024,25,Massachusetts,Total,Asian,Max emp.,Sliding scale,93426.014,878.6176842,0.01070211
2024,25,Massachusetts,Total,Asian,Max emp.,Fixed (7%),93426.014,604.6423602,0.00738958
2024,26,Michigan,Total,Asian,Universal,Sliding scale,73785.9902,1533.85158,0.02565534
2024,26,Michigan,Total,Asian,Universal,Fixed (7%),73785.9902,1022.181837,0.01724469
2024,26,Michigan,Total,Asian,Partial emp.,Sliding scale,73785.9902,1498.129122,0.02507282
2024,26,Michigan,Total,Asian,Partial emp.,Fixed (7%),73785.9902,993.6799702,0.01677191
2024,26,Michigan,Total,Asian,Max emp.,Sliding scale,73785.9902,701.1243399,0.01189271
2024,26,Michigan,Total,Asian,Max emp.,Fixed (7%),73785.9902,456.2743306,0.00777176
2024,27,Minnesota,Total,Asian,Universal,Sliding scale,62227.0298,1877.551357,0.03247259
2024,27,Minnesota,Total,Asian,Universal,Fixed (7%),62227.0298,1487.452936,0.02590051
2024,27,Minnesota,Total,Asian,Partial emp.,Sliding scale,62227.0298,1866.76809,0.03229211
2024,27,Minnesota,Total,Asian,Partial emp.,Fixed (7%),62227.0298,1477.053445,0.02572409
2024,27,Minnesota,Total,Asian,Max emp.,Sliding scale,62227.0298,1418.323993,0.02472656
2024,27,Minnesota,Total,Asian,Max emp.,Fixed (7%),62227.0298,1130.87731,0.01981461
2024,28,Mississippi,Total,Asian,Universal,Sliding scale,6576.949009,152.0851183,0.02960541
2024,28,Mississippi,Total,Asian,Universal,Fixed (7%),6576.949009,85.20686343,0.01680545
2024,28,Mississippi,Total,Asian,Partial emp.,Sliding scale,6576.949009,138.3848382,0.02701051
2024,28,Mississippi,Total,Asian,Partial emp.,Fixed (7%),6576.949009,75.80417933,0.01497872
2024,28,Mississippi,Total,Asian,Max emp.,Sliding scale,6576.949009,81.93834453,0.01617122
2024,28,Mississippi,Total,Asian,Max emp.,Fixed (7%),6576.949009,44.81847962,0.00891058
2024,29,Missouri,Total,Asian,Universal,Sliding scale,28808.9197,630.3611529,0.02649769
2024,29,Missouri,Total,Asian,Universal,Fixed (7%),28808.9197,453.2951411,0.01919748
2024,29,Missouri,Total,Asian,Partial emp.,Sliding scale,28808.9197,598.6466096,0.02519814
2024,29,Missouri,Total,Asian,Partial emp.,Fixed (7%),28808.9197,421.9088393,0.01789202
2024,29,Missouri,Total,Asian,Max emp.,Sliding scale,28808.9197,295.6245824,0.01260415
2024,29,Missouri,Total,Asian,Max emp.,Fixed (7%),28808.9197,191.4766127,0.00820014
2024,30,Montana,Total,Asian,Universal,Sliding scale,865.9726029,28.18465734,0.05568256
2024,30,Montana,Total,Asian,Universal,Fixed (7%),865.9726029,19.50967361,0.03921608
2024,30,Montana,Total,Asian,Partial emp.,Sliding scale,865.9726029,28.49087394,0.0562535
2024,30,Montana,Total,Asian,Partial emp.,Fixed (7%),865.9726029,19.8158902,0.0398071
2024,30,Montana,Total,Asian,Max emp.,Sliding scale,865.9726029,5.969992441,0.01233592
2024,30,Montana,Total,Asian,Max emp.,Fixed (7%),865.9726029,4.746796634,0.00983326
2024,31,Nebraska,Total,Asian,Universal,Sliding scale,12654.86681,313.4737615,0.02912962
2024,31,Nebraska,Total,Asian,Universal,Fixed (7%),12654.86681,248.8619858,0.02326524
2024,31,Nebraska,Total,Asian,Partial emp.,Sliding scale,12654.86681,270.7811786,0.02526262
2024,31,Nebraska,Total,Asian,Partial emp.,Fixed (7%),12654.86681,206.8648105,0.0194153
2024,31,Nebraska,Total,Asian,Max emp.,Sliding scale,12654.86681,190.630171,0.0179189
