year,area,area_name,ptypeb,scenario,model,lf
2024,25,Massachusetts,Married/cohabitating father,Max emp.,Sliding scale,0.00089875
2024,25,Massachusetts,Married/cohabitating father,Max emp.,Fixed (7%),0.00060311
2024,26,Michigan,Married/cohabitating father,Universal,Sliding scale,0.00259317
2024,26,Michigan,Married/cohabitating father,Universal,Fixed (7%),0.00171677
2024,26,Michigan,Married/cohabitating father,Partial emp.,Sliding scale,0.00249578
2024,26,Michigan,Married/cohabitating father,Partial emp.,Fixed (7%),0.00163292
2024,26,Michigan,Married/cohabitating father,Max emp.,Sliding scale,0.00148038
2024,26,Michigan,Married/cohabitating father,Max emp.,Fixed (7%),0.00088935
2024,27,Minnesota,Married/cohabitating father,Universal,Sliding scale,0.00158085
2024,27,Minnesota,Married/cohabitating father,Universal,Fixed (7%),0.00110515
2024,27,Minnesota,Married/cohabitating father,Partial emp.,Sliding scale,0.00154968
2024,27,Minnesota,Married/cohabitating father,Partial emp.,Fixed (7%),0.00107598
2024,27,Minnesota,Married/cohabitating father,Max emp.,Sliding scale,0.00111197
2024,27,Minnesota,Married/cohabitating father,Max emp.,Fixed (7%),0.0007319
2024,28,Mississippi,Married/cohabitating father,Universal,Sliding scale,0.0022453
2024,28,Mississippi,Married/cohabitating father,Universal,Fixed (7%),0.00125083
2024,28,Mississippi,Married/cohabitating father,Partial emp.,Sliding scale,0.00216703
2024,28,Mississippi,Married/cohabitating father,Partial emp.,Fixed (7%),0.00118019
2024,28,Mississippi,Married/cohabitating father,Max emp.,Sliding scale,0.00136693
2024,28,Mississippi,Married/cohabitating father,Max emp.,Fixed (7%),0.00067207
2024,29,Missouri,Married/cohabitating father,Universal,Sliding scale,0.00250343
2024,29,Missouri,Married/cohabitating father,Universal,Fixed (7%),0.00159284
2024,29,Missouri,Married/cohabitating father,Partial emp.,Sliding scale,0.00245176
2024,29,Missouri,Married/cohabitating father,Partial emp.,Fixed (7%),0.00155145
2024,29,Missouri,Married/cohabitating father,Max emp.,Sliding scale,0.00160514
2024,29,Missouri,Married/cohabitating father,Max emp.,Fixed (7%),0.00094112
2024,30,Montana,Married/cohabitating father,Universal,Sliding scale,0.00318369
2024,30,Montana,Married/cohabitating father,Universal,Fixed (7%),0.00235764
2024,30,Montana,Married/cohabitating father,Partial emp.,Sliding scale,0.00304767
2024,30,Montana,Married/cohabitating father,Partial emp.,Fixed (7%),0.00222474
2024,30,Montana,Married/cohabitating father,Max emp.,Sliding scale,0.00202934
2024,30,Montana,Married/cohabitating father,Max emp.,Fixed (7%),0.00141842
2024,31,Nebraska,Married/cohabitating father,Universal,Sliding scale,0.00153176
2024,31,Nebraska,Married/cohabitating father,Universal,Fixed (7%),0.00105372
2024,31,Nebraska,Married/cohabitating father,Partial emp.,Sliding scale,0.00156076
2024,31,Nebraska,Married/cohabitating father,Partial emp.,Fixed (7%),0.00108147
2024,31,Nebraska,Married/cohabitating father,Max emp.,Sliding scale,0.00113695
2024,31,Nebraska,Married/cohabitating father,Max emp.,Fixed (7%),0.00076404
2024,32,Nevada,Married/cohabitating father,Universal,Sliding scale,0.00043863
2024,32,Nevada,Married/cohabitating father,Universal,Fixed (7%),0.00031605
2024,32,Nevada,Married/cohabitating father,Partial emp.,Sliding scale,0.00045339
2024,32,Nevada,Married/cohabitating father,Partial emp.,Fixed (7%),0.00032905
2024,32,Nevada,Married/cohabitating father,Max emp.,Sliding scale,0.00030627
2024,32,Nevada,Married/cohabitating father,Max emp.,Fixed (7%),0.00022511
2024,33,New Hampshire,Married/cohabitating father,Universal,Sliding scale,0.00246496
2024,33,New Hampshire,Married/cohabitating father,Universal,Fixed (7%),0.00151988
2024,33,New Hampshire,Married/cohabitating father,Partial emp.,Sliding scale,0.00242169
2024,33,New Hampshire,Married/cohabitating father,Partial emp.,Fixed (7%),0.00148389
2024,33,New Hampshire,Married/cohabitating father,Max emp.,Sliding scale,0.00167902
2024,33,New Hampshire,Married/cohabitating father,Max emp.,Fixed (7%),0.00095242
2024,34,New Jersey,Married/cohabitating father,Universal,Sliding scale,0.00092939
2024,34,New Jersey,Married/cohabitating father,Universal,Fixed (7%),0.00062849
2024,34,New Jersey,Married/cohabitating father,Partial emp.,Sliding scale,0.00088703
2024,34,New Jersey,Married/cohabitating father,Partial emp.,Fixed (7%),0.00059135
2024,34,New Jersey,Married/cohabitating father,Max emp.,Sliding scale,0.00066171
2024,34,New Jersey,Married/cohabitating father,Max emp.,Fixed (7%),0.00041952
2024,35,New Mexico,Married/cohabitating father,Universal,Sliding scale,0.00009503
2024,35,New Mexico,Married/cohabitating father,Universal,Fixed (7%),0.00001933
2024,35,New Mexico,Married/cohabitating father,Partial emp.,Sliding scale,0.00013754
2024,35,New Mexico,Married/cohabitating father,Partial emp.,Fixed (7%),0.00006729
2024,35,New Mexico,Married/cohabitating father,Max emp.,Sliding scale,0.00009909
2024,35,New Mexico,Married/cohabitating father,Max emp.,Fixed (7%),0.00006475
2024,36,New York,Married/cohabitating father,Universal,Sliding scale,0.00140968
2024,36,New York,Married/cohabitating father,Universal,Fixed (7%),0.0010625
2024,36,New York,Married/cohabitating father,Partial emp.,Sliding scale,0.0013711
2024,36,New York,Married/cohabitating father,Partial emp.,Fixed (7%),0.00102951
2024,36,New York,Married/cohabitating father,Max emp.,Sliding scale,0.00093308
2024,36,New York,Married/cohabitating father,Max emp.,Fixed (7%),0.00067629
2024,37,North Carolina,Married/cohabitating father,Universal,Sliding scale,0.00167368
2024,37,North Carolina,Married/cohabitating father,Universal,Fixed (7%),0.00097806
2024,37,North Carolina,Married/cohabitating father,Partial emp.,Sliding scale,0.00160513
2024,37,North Carolina,Married/cohabitating father,Partial emp.,Fixed (7%),0.00091813
2024,37,North Carolina,Married/cohabitating father,Max emp.,Sliding scale,0.00091731
2024,37,North Carolina,Married/cohabitating father,Max emp.,Fixed (7%),0.00047043
2024,38,North Dakota,Married/cohabitating father,Universal,Sliding scale,0.00209988
2024,38,North Dakota,Married/cohabitating father,Universal,Fixed (7%),0.00143151
2024,38,North Dakota,Married/cohabitating father,Partial emp.,Sliding scale,0.00206923
2024,38,North Dakota,Married/cohabitating father,Partial emp.,Fixed (7%),0.00140561
2024,38,North Dakota,Married/cohabitating father,Max emp.,Sliding scale,0.00153268
2024,38,North Dakota,Married/cohabitating father,Max emp.,Fixed (7%),0.00100022
2024,39,Ohio,Married/cohabitating father,Universal,Sliding scale,0.00267402
2024,39,Ohio,Married/cohabitating father,Universal,Fixed (7%),0.00186128
2024,39,Ohio,Married/cohabitating father,Partial emp.,Sliding scale,0.00256327
2024,39,Ohio,Married/cohabitating father,Partial emp.,Fixed (7%),0.00176264
2024,39,Ohio,Married/cohabitating father,Max emp.,Sliding scale,0.00158085
2024,39,Ohio,Married/cohabitating father,Max emp.,Fixed (7%),0.00102704
2024,40,Oklahoma,Married/cohabitating father,Universal,Sliding scale,0.00195704
2024,40,Oklahoma,Married/cohabitating father,Universal,Fixed (7%),0.00131697
2024,40,Oklahoma,Married/cohabitating father,Partial emp.,Sliding scale,0.00188065
2024,40,Oklahoma,Married/cohabitating father,Partial emp.,Fixed (7%),0.00124891
2024,40,Oklahoma,Married/cohabitating father,Max emp.,Sliding scale,0.00118009
2024,40,Oklahoma,Married/cohabitating father,Max emp.,Fixed (7%),0.00073363
2024,41,Oregon,Married/cohabitating father,Universal,Sliding scale,0.00131488
2024,41,Oregon,Married/cohabitating father,Universal,Fixed (7%),0.00084049
2024,41,Oregon,Married/cohabitating father,Partial emp.,Sliding scale,0.00125625
2024,41,Oregon,Married/cohabitating father,Partial emp.,Fixed (7%),0.00079173
2024,41,Oregon,Married/cohabitating father,Max emp.,Sliding scale,0.00070306
2024,41,Oregon,Married/cohabitating father,Max emp.,Fixed (7%),0.00038877
2024,42,Pennsylvania,Married/cohabitating father,Universal,Sliding scale,0.00220759
2024,42,Pennsylvania,Married/cohabitating father,Universal,Fixed (7%),0.00149138
2024,42,Pennsylvania,Married/cohabitating father,Partial emp.,Sliding scale,0.00215661
2024,42,Pennsylvania,Married/cohabitating father,Partial emp.,Fixed (7%),0.00144655
2024,42,Pennsylvania,Married/cohabitating father,Max emp.,Sliding scale,0.00141716
2024,42,Pennsylvania,Married/cohabitating father,Max emp.,Fixed (7%),0.00089252
2024,44,Rhode Island,Married/cohabitating father,Universal,Sliding scale,0.00062792
2024,44,Rhode Island,Married/cohabitating father,Universal,Fixed (7%),0.00038969
2024,44,Rhode Island,Married/cohabitating father,Partial emp.,Sliding scale,0.00052079
2024,44,Rhode Island,Married/cohabitating father,Partial emp.,Fixed (7%),0.00028452
2024,44,Rhode Island,Married/cohabitating father,Max emp.,Sliding scale,0.00034406
2024,44,Rhode Island,Married/cohabitating father,Max emp.,Fixed (7%),0.0001826
2024,45,South Carolina,Married/cohabitating father,Universal,Sliding scale,0.00250311
2024,45,South Carolina,Married/cohabitating father,Universal,Fixed (7%),0.00160419
2024,45,South Carolina,Married/cohabitating father,Partial emp.,Sliding scale,0.00242735
2024,45,South Carolina,Married/cohabitating father,Partial emp.,Fixed (7%),0.00154476
2024,45,South Carolina,Married/cohabitating father,Max emp.,Sliding scale,0.00141592
2024,45,South Carolina,Married/cohabitating father,Max emp.,Fixed (7%),0.0008073
2024,46,South Dakota,Married/cohabitating father,Universal,Sliding scale,0.00132926
2024,46,South Dakota,Married/cohabitating father,Universal,Fixed (7%),0.00069696
2024,46,South Dakota,Married/cohabitating father,Partial emp.,Sliding scale,0.00130893
2024,46,South Dakota,Married/cohabitating father,Partial emp.,Fixed (7%),0.00068674
2024,46,South Dakota,Married/cohabitating father,Max emp.,Sliding scale,0.00102437
2024,46,South Dakota,Married/cohabitating father,Max emp.,Fixed (7%),0.00051991
2024,47,Tennessee,Married/cohabitating father,Universal,Sliding scale,0.00203013
2024,47,Tennessee,Married/cohabitating father,Universal,Fixed (7%),0.00111929
2024,47,Tennessee,Married/cohabitating father,Partial emp.,Sliding scale,0.00191911
2024,47,Tennessee,Married/cohabitating father,Partial emp.,Fixed (7%),0.00103469
2024,47,Tennessee,Married/cohabitating father,Max emp.,Sliding scale,0.00106497
2024,47,Tennessee,Married/cohabitating father,Max emp.,Fixed (7%),0.00049346
2024,48,Texas,Married/cohabitating father,Universal,Sliding scale,0.00047089
2024,48,Texas,Married/cohabitating father,Universal,Fixed (7%),0.00026513
2024,48,Texas,Married/cohabitating father,Partial emp.,Sliding scale,0.00044495
2024,48,Texas,Married/cohabitating father,Partial emp.,Fixed (7%),0.00024261
2024,48,Texas,Married/cohabitating father,Max emp.,Sliding scale,0.0003492
2024,48,Texas,Married/cohabitating father,Max emp.,Fixed (7%),0.00019832
2024,49,Utah,Married/cohabitating father,Universal,Sliding scale,0.00294791
2024,49,Utah,Married/cohabitating father,Universal,Fixed (7%),0.00194753
2024,49,Utah,Married/cohabitating father,Partial emp.,Sliding scale,0.00284953
2024,49,Utah,Married/cohabitating father,Partial emp.,Fixed (7%),0.00185711
2024,49,Utah,Married/cohabitating father,Max emp.,Sliding scale,0.00150278
2024,49,Utah,Married/cohabitating father,Max emp.,Fixed (7%),0.00090185
2024,50,Vermont,Married/cohabitating father,Universal,Sliding scale,0.00276659
2024,50,Vermont,Married/cohabitating father,Universal,Fixed (7%),0.00207129
2024,50,Vermont,Married/cohabitating father,Partial emp.,Sliding scale,0.00273916
2024,50,Vermont,Married/cohabitating father,Partial emp.,Fixed (7%),0.00204924
2024,50,Vermont,Married/cohabitating father,Max emp.,Sliding scale,0.00199139
2024,50,Vermont,Married/cohabitating father,Max emp.,Fixed (7%),0.00143853
2024,51,Virginia,Married/cohabitating father,Universal,Sliding scale,0.00149716
2024,51,Virginia,Married/cohabitating father,Universal,Fixed (7%),0.00094409
2024,51,Virginia,Married/cohabitating father,Partial emp.,Sliding scale,0.00145309
2024,51,Virginia,Married/cohabitating father,Partial emp.,Fixed (7%),0.0009072
2024,51,Virginia,Married/cohabitating father,Max emp.,Sliding scale,0.00088705
2024,51,Virginia,Married/cohabitating father,Max emp.,Fixed (7%),0.00050493
2024,53,Washington,Married/cohabitating father,Universal,Sliding scale,0.00189676
2024,53,Washington,Married/cohabitating father,Universal,Fixed (7%),0.00138976
2024,53,Washington,Married/cohabitating father,Partial emp.,Sliding scale,0.00184197
2024,53,Washington,Married/cohabitating father,Partial emp.,Fixed (7%),0.00134221
2024,53,Washington,Married/cohabitating father,Max emp.,Sliding scale,0.00096455
2024,53,Washington,Married/cohabitating father,Max emp.,Fixed (7%),0.00064377
2024,54,West Virginia,Married/cohabitating father,Universal,Sliding scale,0.00472263
2024,54,West Virginia,Married/cohabitating father,Universal,Fixed (7%),0.00325937
2024,54,West Virginia,Married/cohabitating father,Partial emp.,Sliding scale,0.00446256
2024,54,West Virginia,Married/cohabitating father,Partial emp.,Fixed (7%),0.00302953
2024,54,West Virginia,Married/cohabitating father,Max emp.,Sliding scale,0.00250562
2024,54,West Virginia,Married/cohabitating father,Max emp.,Fixed (7%),0.00163875
2024,55,Wisconsin,Married/cohabitating father,Universal,Sliding scale,0.00212409
2024,55,Wisconsin,Married/cohabitating father,Universal,Fixed (7%),0.00148758
2024,55,Wisconsin,Married/cohabitating father,Partial emp.,Sliding scale,0.00210504
2024,55,Wisconsin,Married/cohabitating father,Partial emp.,Fixed (7%),0.001472
2024,55,Wisconsin,Married/cohabitating father,Max emp.,Sliding scale,0.00144715
2024,55,Wisconsin,Married/cohabitating father,Max emp.,Fixed (7%),0.00095602
2024,56,Wyoming,Married/cohabitating father,Universal,Sliding scale,0.00216983
2024,56,Wyoming,Married/cohabitating father,Universal,Fixed (7%),0.00137772
2024,56,Wyoming,Married/cohabitating father,Partial emp.,Sliding scale,0.00212986
2024,56,Wyoming,Married/cohabitating father,Partial emp.,Fixed (7%),0.00133842
2024,56,Wyoming,Married/cohabitating father,Max emp.,Sliding scale,0.00104123
2024,56,Wyoming,Married/cohabitating father,Max emp.,Fixed (7%),0.00058383
2024,99999,United States,Married/cohabitating father,Universal,Sliding scale,0.00139349
2024,99999,United States,Married/cohabitating father,Universal,Fixed (7%),0.0009035
2024,99999,United States,Married/cohabitating father,Partial emp.,Sliding scale,0.00134731
2024,99999,United States,Married/cohabitating father,Partial emp.,Fixed (7%),0.00086455
2024,99999,United States,Married/cohabitating father,Max emp.,Sliding scale,0.00085863
2024,99999,United States,Married/cohabitating father,Max emp.,Fixed (7%),0.00051838
2024,1,Alabama,Single mother,Universal,Sliding scale,0.03444991
2024,1,Alabama,Single mother,Universal,Fixed (7%),0.02858665
2024,1,Alabama,Single mother,Partial emp.,Sliding scale,0.02386553
2024,1,Alabama,Single mother,Partial emp.,Fixed (7%),0.01870312
2024,1,Alabama,Single mother,Max emp.,Sliding scale,0.02188091
2024,1,Alabama,Single mother,Max emp.,Fixed (7%),0.01685196
2024,2,Alaska,Single mother,Universal,Sliding scale,0.03258691
2024,2,Alaska,Single mother,Universal,Fixed (7%),0.02599102
2024,2,Alaska,Single mother,Partial emp.,Sliding scale,0.0264115
2024,2,Alaska,Single mother,Partial emp.,Fixed (7%),0.02019108
2024,2,Alaska,Single mother,Max emp.,Sliding scale,0.02601913
2024,2,Alaska,Single mother,Max emp.,Fixed (7%),0.0198644
2024,4,Arizona,Single mother,Universal,Sliding scale,0.03140489
2024,4,Arizona,Single mother,Universal,Fixed (7%),0.02651132
2024,4,Arizona,Single mother,Partial emp.,Sliding scale,0.02317253
2024,4,Arizona,Single mother,Partial emp.,Fixed (7%),0.0186948
2024,4,Arizona,Single mother,Max emp.,Sliding scale,0.02186532
2024,4,Arizona,Single mother,Max emp.,Fixed (7%),0.01748867
2024,5,Arkansas,Single mother,Universal,Sliding scale,0.03634246
2024,5,Arkansas,Single mother,Universal,Fixed (7%),0.02911473
2024,5,Arkansas,Single mother,Partial emp.,Sliding scale,0.02603514
2024,5,Arkansas,Single mother,Partial emp.,Fixed (7%),0.01931628
2024,5,Arkansas,Single mother,Max emp.,Sliding scale,0.02483324
2024,5,Arkansas,Single mother,Max emp.,Fixed (7%),0.01823886
2024,6,California,Single mother,Universal,Sliding scale,0.03097411
2024,6,California,Single mother,Universal,Fixed (7%),0.02708462
2024,6,California,Single mother,Partial emp.,Sliding scale,0.02188589
2024,6,California,Single mother,Partial emp.,Fixed (7%),0.01834943
2024,6,California,Single mother,Max emp.,Sliding scale,0.01952625
2024,6,California,Single mother,Max emp.,Fixed (7%),0.01613462
2024,8,Colorado,Single mother,Universal,Sliding scale,0.02853667
2024,8,Colorado,Single mother,Universal,Fixed (7%),0.02492675
2024,8,Colorado,Single mother,Partial emp.,Sliding scale,0.02005548
2024,8,Colorado,Single mother,Partial emp.,Fixed (7%),0.01672963
2024,8,Colorado,Single mother,Max emp.,Sliding scale,0.01747081
2024,8,Colorado,Single mother,Max emp.,Fixed (7%),0.01431635
2024,9,Connecticut,Single mother,Universal,Sliding scale,0.02601715
2024,9,Connecticut,Single mother,Universal,Fixed (7%),0.02221256
2024,9,Connecticut,Single mother,Partial emp.,Sliding scale,0.02112563
2024,9,Connecticut,Single mother,Partial emp.,Fixed (7%),0.01748445
2024,9,Connecticut,Single mother,Max emp.,Sliding scale,0.01869427
2024,9,Connecticut,Single mother,Max emp.,Fixed (7%),0.01515873
2024,10,Delaware,Single mother,Universal,Sliding scale,0.02323161
2024,10,Delaware,Single mother,Universal,Fixed (7%),0.01776938
2024,10,Delaware,Single mother,Partial emp.,Sliding scale,0.0188607
2024,10,Delaware,Single mother,Partial emp.,Fixed (7%),0.01369089
2024,10,Delaware,Single mother,Max emp.,Sliding scale,0.01658293
2024,10,Delaware,Single mother,Max emp.,Fixed (7%),0.01145242
2024,11,District of Columbia,Single mother,Universal,Sliding scale,0.05148285
2024,11,District of Columbia,Single mother,Universal,Fixed (7%),0.04849498
2024,11,District of Columbia,Single mother,Partial emp.,Sliding scale,0.0231991
2024,11,District of Columbia,Single mother,Partial emp.,Fixed (7%),0.02066929
2024,11,District of Columbia,Single mother,Max emp.,Sliding scale,0.02235579
2024,11,District of Columbia,Single mother,Max emp.,Fixed (7%),0.01999919
2024,12,Florida,Single mother,Universal,Sliding scale,0.02995962
2024,12,Florida,Single mother,Universal,Fixed (7%),0.02480745
2024,12,Florida,Single mother,Partial emp.,Sliding scale,0.02145458
2024,12,Florida,Single mother,Partial emp.,Fixed (7%),0.0166855
2024,12,Florida,Single mother,Max emp.,Sliding scale,0.01974598
2024,12,Florida,Single mother,Max emp.,Fixed (7%),0.01512848
2024,13,Georgia,Single mother,Universal,Sliding scale,0.02342966
2024,13,Georgia,Single mother,Universal,Fixed (7%),0.01803693
2024,13,Georgia,Single mother,Partial emp.,Sliding scale,0.01691228
2024,13,Georgia,Single mother,Partial emp.,Fixed (7%),0.01197617
2024,13,Georgia,Single mother,Max emp.,Sliding scale,0.01601015
2024,13,Georgia,Single mother,Max emp.,Fixed (7%),0.01115869
2024,15,Hawaii,Single mother,Universal,Sliding scale,0.01603416
2024,15,Hawaii,Single mother,Universal,Fixed (7%),0.01348439
2024,15,Hawaii,Single mother,Partial emp.,Sliding scale,0.01270627
2024,15,Hawaii,Single mother,Partial emp.,Fixed (7%),0.01038469
2024,15,Hawaii,Single mother,Max emp.,Sliding scale,0.01083723
2024,15,Hawaii,Single mother,Max emp.,Fixed (7%),0.00855767
2024,16,Idaho,Single mother,Universal,Sliding scale,0.0348208
2024,16,Idaho,Single mother,Universal,Fixed (7%),0.02775179
2024,16,Idaho,Single mother,Partial emp.,Sliding scale,0.02704983
2024,16,Idaho,Single mother,Partial emp.,Fixed (7%),0.02053804
2024,16,Idaho,Single mother,Max emp.,Sliding scale,0.02334357
2024,16,Idaho,Single mother,Max emp.,Fixed (7%),0.01727292
2024,17,Illinois,Single mother,Universal,Sliding scale,0.02103215
2024,17,Illinois,Single mother,Universal,Fixed (7%),0.01698873
2024,17,Illinois,Single mother,Partial emp.,Sliding scale,0.01576409
2024,17,Illinois,Single mother,Partial emp.,Fixed (7%),0.01203151
2024,17,Illinois,Single mother,Max emp.,Sliding scale,0.01369549
2024,17,Illinois,Single mother,Max emp.,Fixed (7%),0.01012114
2024,18,Indiana,Single mother,Universal,Sliding scale,0.03512002
2024,18,Indiana,Single mother,Universal,Fixed (7%),0.02968831
2024,18,Indiana,Single mother,Partial emp.,Sliding scale,0.02545993
2024,18,Indiana,Single mother,Partial emp.,Fixed (7%),0.02047181
2024,18,Indiana,Single mother,Max emp.,Sliding scale,0.02374952
2024,18,Indiana,Single mother,Max emp.,Fixed (7%),0.01893676
2024,19,Iowa,Single mother,Universal,Sliding scale,0.02338862
2024,19,Iowa,Single mother,Universal,Fixed (7%),0.01892345
2024,19,Iowa,Single mother,Partial emp.,Sliding scale,0.01906135
2024,19,Iowa,Single mother,Partial emp.,Fixed (7%),0.01479639
2024,19,Iowa,Single mother,Max emp.,Sliding scale,0.01730168
2024,19,Iowa,Single mother,Max emp.,Fixed (7%),0.01309543
2024,20,Kansas,Single mother,Universal,Sliding scale,0.01853983
2024,20,Kansas,Single mother,Universal,Fixed (7%),0.01384312
2024,20,Kansas,Single mother,Partial emp.,Sliding scale,0.01249256
2024,20,Kansas,Single mother,Partial emp.,Fixed (7%),0.00823679
2024,20,Kansas,Single mother,Max emp.,Sliding scale,0.01161631
2024,20,Kansas,Single mother,Max emp.,Fixed (7%),0.00744203
2024,21,Kentucky,Single mother,Universal,Sliding scale,0.03805116
2024,21,Kentucky,Single mother,Universal,Fixed (7%),0.03207564
2024,21,Kentucky,Single mother,Partial emp.,Sliding scale,0.02739134
2024,21,Kentucky,Single mother,Partial emp.,Fixed (7%),0.02201094
2024,21,Kentucky,Single mother,Max emp.,Sliding scale,0.02463703
2024,21,Kentucky,Single mother,Max emp.,Fixed (7%),0.01939314
2024,22,Louisiana,Single mother,Universal,Sliding scale,0.03884008
2024,22,Louisiana,Single mother,Universal,Fixed (7%),0.03295378
2024,22,Louisiana,Single mother,Partial emp.,Sliding scale,0.02849541
2024,22,Louisiana,Single mother,Partial emp.,Fixed (7%),0.02315821
2024,22,Louisiana,Single mother,Max emp.,Sliding scale,0.02655106
2024,22,Louisiana,Single mother,Max emp.,Fixed (7%),0.02137341
2024,23,Maine,Single mother,Universal,Sliding scale,0.03491867
2024,23,Maine,Single mother,Universal,Fixed (7%),0.029291
2024,23,Maine,Single mother,Partial emp.,Sliding scale,0.02647239
2024,23,Maine,Single mother,Partial emp.,Fixed (7%),0.02143802
2024,23,Maine,Single mother,Max emp.,Sliding scale,0.02185374
2024,23,Maine,Single mother,Max emp.,Fixed (7%),0.01750148
2024,24,Maryland,Single mother,Universal,Sliding scale,0.02761313
2024,24,Maryland,Single mother,Universal,Fixed (7%),0.02346831
2024,24,Maryland,Single mother,Partial emp.,Sliding scale,0.02148662
2024,24,Maryland,Single mother,Partial emp.,Fixed (7%),0.01759265
2024,24,Maryland,Single mother,Max emp.,Sliding scale,0.01986342
2024,24,Maryland,Single mother,Max emp.,Fixed (7%),0.01608711
2024,25,Massachusetts,Single mother,Universal,Sliding scale,0.02897911
2024,25,Massachusetts,Single mother,Universal,Fixed (7%),0.02545253
2024,25,Massachusetts,Single mother,Partial emp.,Sliding scale,0.02072628
2024,25,Massachusetts,Single mother,Partial emp.,Fixed (7%),0.01750218
2024,25,Massachusetts,Single mother,Max emp.,Sliding scale,0.01834347
2024,25,Massachusetts,Single mother,Max emp.,Fixed (7%),0.01521348
2024,26,Michigan,Single mother,Universal,Sliding scale,0.03365694
2024,26,Michigan,Single mother,Universal,Fixed (7%),0.02818899
2024,26,Michigan,Single mother,Partial emp.,Sliding scale,0.02411937
2024,26,Michigan,Single mother,Partial emp.,Fixed (7%),0.01916185
2024,26,Michigan,Single mother,Max emp.,Sliding scale,0.02221336
2024,26,Michigan,Single mother,Max emp.,Fixed (7%),0.01737956
2024,27,Minnesota,Single mother,Universal,Sliding scale,0.02625002
2024,27,Minnesota,Single mother,Universal,Fixed (7%),0.02289627
2024,27,Minnesota,Single mother,Partial emp.,Sliding scale,0.01840211
2024,27,Minnesota,Single mother,Partial emp.,Fixed (7%),0.01526505
2024,27,Minnesota,Single mother,Max emp.,Sliding scale,0.01681991
2024,27,Minnesota,Single mother,Max emp.,Fixed (7%),0.01374122
2024,28,Mississippi,Single mother,Universal,Sliding scale,0.02762653
2024,28,Mississippi,Single mother,Universal,Fixed (7%),0.02249843
2024,28,Mississippi,Single mother,Partial emp.,Sliding scale,0.01825066
2024,28,Mississippi,Single mother,Partial emp.,Fixed (7%),0.01370112
2024,28,Mississippi,Single mother,Max emp.,Sliding scale,0.01664685
2024,28,Mississippi,Single mother,Max emp.,Fixed (7%),0.01217222
2024,29,Missouri,Single mother,Universal,Sliding scale,0.03209856
2024,29,Missouri,Single mother,Universal,Fixed (7%),0.02706353
2024,29,Missouri,Single mother,Partial emp.,Sliding scale,0.02469132
2024,29,Missouri,Single mother,Partial emp.,Fixed (7%),0.01999476
2024,29,Missouri,Single mother,Max emp.,Sliding scale,0.02265079
2024,29,Missouri,Single mother,Max emp.,Fixed (7%),0.01812086
2024,30,Montana,Single mother,Universal,Sliding scale,0.03314388
2024,30,Montana,Single mother,Universal,Fixed (7%),0.02822662
2024,30,Montana,Single mother,Partial emp.,Sliding scale,0.02579341
2024,30,Montana,Single mother,Partial emp.,Fixed (7%),0.02105817
2024,30,Montana,Single mother,Max emp.,Sliding scale,0.02359354
2024,30,Montana,Single mother,Max emp.,Fixed (7%),0.01889197
2024,31,Nebraska,Single mother,Universal,Sliding scale,0.03549355
2024,31,Nebraska,Single mother,Universal,Fixed (7%),0.0311526
2024,31,Nebraska,Single mother,Partial emp.,Sliding scale,0.03117171
2024,31,Nebraska,Single mother,Partial emp.,Fixed (7%),0.02705976
2024,31,Nebraska,Single mother,Max emp.,Sliding scale,0.02140778
2024,31,Nebraska,Single mother,Max emp.,Fixed (7%),0.0177251
2024,32,Nevada,Single mother,Universal,Sliding scale,0.04166735
2024,32,Nevada,Single mother,Universal,Fixed (7%),0.03654352
2024,32,Nevada,Single mother,Partial emp.,Sliding scale,0.03282315
2024,32,Nevada,Single mother,Partial emp.,Fixed (7%),0.02814754
2024,32,Nevada,Single mother,Max emp.,Sliding scale,0.03046754
2024,32,Nevada,Single mother,Max emp.,Fixed (7%),0.02593474
2024,33,New Hampshire,Single mother,Universal,Sliding scale,0.02856332
2024,33,New Hampshire,Single mother,Universal,Fixed (7%),0.02407625
2024,33,New Hampshire,Single mother,Partial emp.,Sliding scale,0.02399406
2024,33,New Hampshire,Single mother,Partial emp.,Fixed (7%),0.01979549
2024,33,New Hampshire,Single mother,Max emp.,Sliding scale,0.02112903
2024,33,New Hampshire,Single mother,Max emp.,Fixed (7%),0.01700288
2024,34,New Jersey,Single mother,Universal,Sliding scale,0.02713663
2024,34,New Jersey,Single mother,Universal,Fixed (7%),0.02295855
2024,34,New Jersey,Single mother,Partial emp.,Sliding scale,0.0207143
2024,34,New Jersey,Single mother,Partial emp.,Fixed (7%),0.01682792
