year,area,area_name,ptypeb,scenario,model,lf
2024,1,Alabama,Total,Universal,Sliding scale,0.02668723
2024,1,Alabama,Total,Universal,Fixed (7%),0.01728349
2024,1,Alabama,Total,Partial emp.,Sliding scale,0.02416392
2024,1,Alabama,Total,Partial emp.,Fixed (7%),0.01501439
2024,1,Alabama,Total,Max emp.,Sliding scale,0.01471221
2024,1,Alabama,Total,Max emp.,Fixed (7%),0.00877787
2024,2,Alaska,Total,Universal,Sliding scale,0.03320513
2024,2,Alaska,Total,Universal,Fixed (7%),0.02402441
2024,2,Alaska,Total,Partial emp.,Sliding scale,0.03017169
2024,2,Alaska,Total,Partial emp.,Fixed (7%),0.02145428
2024,2,Alaska,Total,Max emp.,Sliding scale,0.01730767
2024,2,Alaska,Total,Max emp.,Fixed (7%),0.01178223
2024,4,Arizona,Total,Universal,Sliding scale,0.03189984
2024,4,Arizona,Total,Universal,Fixed (7%),0.0231548
2024,4,Arizona,Total,Partial emp.,Sliding scale,0.02999084
2024,4,Arizona,Total,Partial emp.,Fixed (7%),0.02147493
2024,4,Arizona,Total,Max emp.,Sliding scale,0.01800039
2024,4,Arizona,Total,Max emp.,Fixed (7%),0.01240309
2024,5,Arkansas,Total,Universal,Sliding scale,0.03051781
2024,5,Arkansas,Total,Universal,Fixed (7%),0.02075787
2024,5,Arkansas,Total,Partial emp.,Sliding scale,0.02834485
2024,5,Arkansas,Total,Partial emp.,Fixed (7%),0.01880161
2024,5,Arkansas,Total,Max emp.,Sliding scale,0.01608157
2024,5,Arkansas,Total,Max emp.,Fixed (7%),0.01008654
2024,6,California,Total,Universal,Sliding scale,0.03189517
2024,6,California,Total,Universal,Fixed (7%),0.02485442
2024,6,California,Total,Partial emp.,Sliding scale,0.02996377
2024,6,California,Total,Partial emp.,Fixed (7%),0.02307501
2024,6,California,Total,Max emp.,Sliding scale,0.0174137
2024,6,California,Total,Max emp.,Fixed (7%),0.0130284
2024,8,Colorado,Total,Universal,Sliding scale,0.03322779
2024,8,Colorado,Total,Universal,Fixed (7%),0.0254028
2024,8,Colorado,Total,Partial emp.,Sliding scale,0.03192702
2024,8,Colorado,Total,Partial emp.,Fixed (7%),0.02419625
2024,8,Colorado,Total,Max emp.,Sliding scale,0.01992642
2024,8,Colorado,Total,Max emp.,Fixed (7%),0.01446806
2024,9,Connecticut,Total,Universal,Sliding scale,0.02544348
2024,9,Connecticut,Total,Universal,Fixed (7%),0.01854757
2024,9,Connecticut,Total,Partial emp.,Sliding scale,0.02422755
2024,9,Connecticut,Total,Partial emp.,Fixed (7%),0.017428
2024,9,Connecticut,Total,Max emp.,Sliding scale,0.01620987
2024,9,Connecticut,Total,Max emp.,Fixed (7%),0.01122966
2024,10,Delaware,Total,Universal,Sliding scale,0.01785606
2024,10,Delaware,Total,Universal,Fixed (7%),0.01097407
2024,10,Delaware,Total,Partial emp.,Sliding scale,0.01680528
2024,10,Delaware,Total,Partial emp.,Fixed (7%),0.0100632
2024,10,Delaware,Total,Max emp.,Sliding scale,0.01154274
2024,10,Delaware,Total,Max emp.,Fixed (7%),0.0064388
2024,11,District of Columbia,Total,Universal,Sliding scale,0.03642345
2024,11,District of Columbia,Total,Universal,Fixed (7%),0.03259404
2024,11,District of Columbia,Total,Partial emp.,Sliding scale,0.02795842
2024,11,District of Columbia,Total,Partial emp.,Fixed (7%),0.0242659
2024,11,District of Columbia,Total,Max emp.,Sliding scale,0.02143409
2024,11,District of Columbia,Total,Max emp.,Fixed (7%),0.01851695
2024,12,Florida,Total,Universal,Sliding scale,0.0259027
2024,12,Florida,Total,Universal,Fixed (7%),0.01783982
2024,12,Florida,Total,Partial emp.,Sliding scale,0.02407037
2024,12,Florida,Total,Partial emp.,Fixed (7%),0.01617151
2024,12,Florida,Total,Max emp.,Sliding scale,0.01473045
2024,12,Florida,Total,Max emp.,Fixed (7%),0.00940577
2024,13,Georgia,Total,Universal,Sliding scale,0.01919648
2024,13,Georgia,Total,Universal,Fixed (7%),0.01157242
2024,13,Georgia,Total,Partial emp.,Sliding scale,0.01779052
2024,13,Georgia,Total,Partial emp.,Fixed (7%),0.01033524
2024,13,Georgia,Total,Max emp.,Sliding scale,0.01089101
2024,13,Georgia,Total,Max emp.,Fixed (7%),0.00589204
2024,15,Hawaii,Total,Universal,Sliding scale,0.02045473
2024,15,Hawaii,Total,Universal,Fixed (7%),0.01476488
2024,15,Hawaii,Total,Partial emp.,Sliding scale,0.01953034
2024,15,Hawaii,Total,Partial emp.,Fixed (7%),0.0140358
2024,15,Hawaii,Total,Max emp.,Sliding scale,0.01110208
2024,15,Hawaii,Total,Max emp.,Fixed (7%),0.0074844
2024,16,Idaho,Total,Universal,Sliding scale,0.03490028
2024,16,Idaho,Total,Universal,Fixed (7%),0.02370809
2024,16,Idaho,Total,Partial emp.,Sliding scale,0.03314605
2024,16,Idaho,Total,Partial emp.,Fixed (7%),0.02226279
2024,16,Idaho,Total,Max emp.,Sliding scale,0.01963152
2024,16,Idaho,Total,Max emp.,Fixed (7%),0.01272773
2024,17,Illinois,Total,Universal,Sliding scale,0.01942638
2024,17,Illinois,Total,Universal,Fixed (7%),0.0127331
2024,17,Illinois,Total,Partial emp.,Sliding scale,0.018375
2024,17,Illinois,Total,Partial emp.,Fixed (7%),0.01182359
2024,17,Illinois,Total,Max emp.,Sliding scale,0.01151279
2024,17,Illinois,Total,Max emp.,Fixed (7%),0.00699646
2024,18,Indiana,Total,Universal,Sliding scale,0.03503867
2024,18,Indiana,Total,Universal,Fixed (7%),0.02542489
2024,18,Indiana,Total,Partial emp.,Sliding scale,0.03300536
2024,18,Indiana,Total,Partial emp.,Fixed (7%),0.0235706
2024,18,Indiana,Total,Max emp.,Sliding scale,0.02101859
2024,18,Indiana,Total,Max emp.,Fixed (7%),0.0142974
2024,19,Iowa,Total,Universal,Sliding scale,0.02165284
2024,19,Iowa,Total,Universal,Fixed (7%),0.01409739
2024,19,Iowa,Total,Partial emp.,Sliding scale,0.02086891
2024,19,Iowa,Total,Partial emp.,Fixed (7%),0.01337137
2024,19,Iowa,Total,Max emp.,Sliding scale,0.01408519
2024,19,Iowa,Total,Max emp.,Fixed (7%),0.0084027
2024,20,Kansas,Total,Universal,Sliding scale,0.02150095
2024,20,Kansas,Total,Universal,Fixed (7%),0.01274702
2024,20,Kansas,Total,Partial emp.,Sliding scale,0.02041018
2024,20,Kansas,Total,Partial emp.,Fixed (7%),0.01182805
2024,20,Kansas,Total,Max emp.,Sliding scale,0.01284456
2024,20,Kansas,Total,Max emp.,Fixed (7%),0.00669505
2024,21,Kentucky,Total,Universal,Sliding scale,0.03082694
2024,21,Kentucky,Total,Universal,Fixed (7%),0.02095472
2024,21,Kentucky,Total,Partial emp.,Sliding scale,0.02789343
2024,21,Kentucky,Total,Partial emp.,Fixed (7%),0.01840328
2024,21,Kentucky,Total,Max emp.,Sliding scale,0.01679247
2024,21,Kentucky,Total,Max emp.,Fixed (7%),0.01038468
2024,22,Louisiana,Total,Universal,Sliding scale,0.03064596
2024,22,Louisiana,Total,Universal,Fixed (7%),0.02202999
2024,22,Louisiana,Total,Partial emp.,Sliding scale,0.02794793
2024,22,Louisiana,Total,Partial emp.,Fixed (7%),0.01957684
2024,22,Louisiana,Total,Max emp.,Sliding scale,0.01783975
2024,22,Louisiana,Total,Max emp.,Fixed (7%),0.01214826
2024,23,Maine,Total,Universal,Sliding scale,0.03260134
2024,23,Maine,Total,Universal,Fixed (7%),0.02341097
2024,23,Maine,Total,Partial emp.,Sliding scale,0.03056442
2024,23,Maine,Total,Partial emp.,Fixed (7%),0.02156014
2024,23,Maine,Total,Max emp.,Sliding scale,0.02011004
2024,23,Maine,Total,Max emp.,Fixed (7%),0.01373747
2024,24,Maryland,Total,Universal,Sliding scale,0.02512998
2024,24,Maryland,Total,Universal,Fixed (7%),0.01857603
2024,24,Maryland,Total,Partial emp.,Sliding scale,0.02370425
2024,24,Maryland,Total,Partial emp.,Fixed (7%),0.01726189
2024,24,Maryland,Total,Max emp.,Sliding scale,0.01600188
2024,24,Maryland,Total,Max emp.,Fixed (7%),0.01132735
2024,25,Massachusetts,Total,Universal,Sliding scale,0.02861303
2024,25,Massachusetts,Total,Universal,Fixed (7%),0.02198604
2024,25,Massachusetts,Total,Partial emp.,Sliding scale,0.02688752
2024,25,Massachusetts,Total,Partial emp.,Fixed (7%),0.02036753
2024,25,Massachusetts,Total,Max emp.,Sliding scale,0.01890341
2024,25,Massachusetts,Total,Max emp.,Fixed (7%),0.01387505
2024,26,Michigan,Total,Universal,Sliding scale,0.03178116
2024,26,Michigan,Total,Universal,Fixed (7%),0.02232087
2024,26,Michigan,Total,Partial emp.,Sliding scale,0.0295529
2024,26,Michigan,Total,Partial emp.,Fixed (7%),0.02028362
2024,26,Michigan,Total,Max emp.,Sliding scale,0.01823368
2024,26,Michigan,Total,Max emp.,Fixed (7%),0.01192375
2024,27,Minnesota,Total,Universal,Sliding scale,0.02832955
2024,27,Minnesota,Total,Universal,Fixed (7%),0.02163877
2024,27,Minnesota,Total,Partial emp.,Sliding scale,0.0270671
2024,27,Minnesota,Total,Partial emp.,Fixed (7%),0.02045226
2024,27,Minnesota,Total,Max emp.,Sliding scale,0.01943528
2024,27,Minnesota,Total,Max emp.,Fixed (7%),0.01425851
2024,28,Mississippi,Total,Universal,Sliding scale,0.02363227
2024,28,Mississippi,Total,Universal,Fixed (7%),0.01514272
2024,28,Mississippi,Total,Partial emp.,Sliding scale,0.02085667
2024,28,Mississippi,Total,Partial emp.,Fixed (7%),0.01257678
2024,28,Mississippi,Total,Max emp.,Sliding scale,0.01448641
2024,28,Mississippi,Total,Max emp.,Fixed (7%),0.00841892
2024,29,Missouri,Total,Universal,Sliding scale,0.03052633
2024,29,Missouri,Total,Universal,Fixed (7%),0.02139356
2024,29,Missouri,Total,Partial emp.,Sliding scale,0.0288308
2024,29,Missouri,Total,Partial emp.,Fixed (7%),0.01986688
2024,29,Missouri,Total,Max emp.,Sliding scale,0.0192882
2024,29,Missouri,Total,Max emp.,Fixed (7%),0.01266041
2024,30,Montana,Total,Universal,Sliding scale,0.04147119
2024,30,Montana,Total,Universal,Fixed (7%),0.03229807
2024,30,Montana,Total,Partial emp.,Sliding scale,0.03856429
2024,30,Montana,Total,Partial emp.,Fixed (7%),0.02980461
2024,30,Montana,Total,Max emp.,Sliding scale,0.02507144
2024,30,Montana,Total,Max emp.,Fixed (7%),0.01878957
2024,31,Nebraska,Total,Universal,Sliding scale,0.03212984
2024,31,Nebraska,Total,Universal,Fixed (7%),0.02443932
2024,31,Nebraska,Total,Partial emp.,Sliding scale,0.03104034
2024,31,Nebraska,Total,Partial emp.,Fixed (7%),0.02346085
2024,31,Nebraska,Total,Max emp.,Sliding scale,0.02097894
2024,31,Nebraska,Total,Max emp.,Fixed (7%),0.01529978
2024,32,Nevada,Total,Universal,Sliding scale,0.04093389
2024,32,Nevada,Total,Universal,Fixed (7%),0.03247435
2024,32,Nevada,Total,Partial emp.,Sliding scale,0.03903787
2024,32,Nevada,Total,Partial emp.,Fixed (7%),0.0307475
2024,32,Nevada,Total,Max emp.,Sliding scale,0.02464429
2024,32,Nevada,Total,Max emp.,Fixed (7%),0.01930597
2024,33,New Hampshire,Total,Universal,Sliding scale,0.03030835
2024,33,New Hampshire,Total,Universal,Fixed (7%),0.02052811
2024,33,New Hampshire,Total,Partial emp.,Sliding scale,0.02951694
2024,33,New Hampshire,Total,Partial emp.,Fixed (7%),0.0198194
2024,33,New Hampshire,Total,Max emp.,Sliding scale,0.02136256
2024,33,New Hampshire,Total,Max emp.,Fixed (7%),0.01376846
2024,34,New Jersey,Total,Universal,Sliding scale,0.02483199
2024,34,New Jersey,Total,Universal,Fixed (7%),0.01755186
2024,34,New Jersey,Total,Partial emp.,Sliding scale,0.02341529
2024,34,New Jersey,Total,Partial emp.,Fixed (7%),0.01627505
2024,34,New Jersey,Total,Max emp.,Sliding scale,0.01530418
2024,34,New Jersey,Total,Max emp.,Fixed (7%),0.01025287
2024,35,New Mexico,Total,Universal,Sliding scale,0.02742324
2024,35,New Mexico,Total,Universal,Fixed (7%),0.01975088
2024,35,New Mexico,Total,Partial emp.,Sliding scale,0.02484329
2024,35,New Mexico,Total,Partial emp.,Fixed (7%),0.0174567
2024,35,New Mexico,Total,Max emp.,Sliding scale,0.01259948
2024,35,New Mexico,Total,Max emp.,Fixed (7%),0.0084933
2024,36,New York,Total,Universal,Sliding scale,0.03664415
2024,36,New York,Total,Universal,Fixed (7%),0.0294115
2024,36,New York,Total,Partial emp.,Sliding scale,0.03397068
2024,36,New York,Total,Partial emp.,Fixed (7%),0.02690432
2024,36,New York,Total,Max emp.,Sliding scale,0.02113015
2024,36,New York,Total,Max emp.,Fixed (7%),0.01629002
2024,37,North Carolina,Total,Universal,Sliding scale,0.02356394
2024,37,North Carolina,Total,Universal,Fixed (7%),0.01543748
2024,37,North Carolina,Total,Partial emp.,Sliding scale,0.02183978
2024,37,North Carolina,Total,Partial emp.,Fixed (7%),0.01391045
2024,37,North Carolina,Total,Max emp.,Sliding scale,0.01265364
2024,37,North Carolina,Total,Max emp.,Fixed (7%),0.00761294
2024,38,North Dakota,Total,Universal,Sliding scale,0.02754198
2024,38,North Dakota,Total,Universal,Fixed (7%),0.01969806
2024,38,North Dakota,Total,Partial emp.,Sliding scale,0.02695824
2024,38,North Dakota,Total,Partial emp.,Fixed (7%),0.01917573
2024,38,North Dakota,Total,Max emp.,Sliding scale,0.01930957
2024,38,North Dakota,Total,Max emp.,Fixed (7%),0.01312439
2024,39,Ohio,Total,Universal,Sliding scale,0.0354232
2024,39,Ohio,Total,Universal,Fixed (7%),0.02665378
2024,39,Ohio,Total,Partial emp.,Sliding scale,0.03287605
2024,39,Ohio,Total,Partial emp.,Fixed (7%),0.02429056
2024,39,Ohio,Total,Max emp.,Sliding scale,0.02090574
2024,39,Ohio,Total,Max emp.,Fixed (7%),0.01492533
2024,40,Oklahoma,Total,Universal,Sliding scale,0.03702251
2024,40,Oklahoma,Total,Universal,Fixed (7%),0.02741889
2024,40,Oklahoma,Total,Partial emp.,Sliding scale,0.03427177
2024,40,Oklahoma,Total,Partial emp.,Fixed (7%),0.02490318
2024,40,Oklahoma,Total,Max emp.,Sliding scale,0.01935697
2024,40,Oklahoma,Total,Max emp.,Fixed (7%),0.01331786
2024,41,Oregon,Total,Universal,Sliding scale,0.02629768
2024,41,Oregon,Total,Universal,Fixed (7%),0.0184611
2024,41,Oregon,Total,Partial emp.,Sliding scale,0.02490327
2024,41,Oregon,Total,Partial emp.,Fixed (7%),0.01730124
2024,41,Oregon,Total,Max emp.,Sliding scale,0.01483226
2024,41,Oregon,Total,Max emp.,Fixed (7%),0.00970279
2024,42,Pennsylvania,Total,Universal,Sliding scale,0.03181601
2024,42,Pennsylvania,Total,Universal,Fixed (7%),0.02342963
2024,42,Pennsylvania,Total,Partial emp.,Sliding scale,0.02983256
2024,42,Pennsylvania,Total,Partial emp.,Fixed (7%),0.02162082
2024,42,Pennsylvania,Total,Max emp.,Sliding scale,0.01927727
2024,42,Pennsylvania,Total,Max emp.,Fixed (7%),0.01346
2024,44,Rhode Island,Total,Universal,Sliding scale,0.02048589
2024,44,Rhode Island,Total,Universal,Fixed (7%),0.01452626
2024,44,Rhode Island,Total,Partial emp.,Sliding scale,0.01871829
2024,44,Rhode Island,Total,Partial emp.,Fixed (7%),0.01292679
2024,44,Rhode Island,Total,Max emp.,Sliding scale,0.01151983
2024,44,Rhode Island,Total,Max emp.,Fixed (7%),0.00743113
2024,45,South Carolina,Total,Universal,Sliding scale,0.02980306
2024,45,South Carolina,Total,Universal,Fixed (7%),0.02082836
2024,45,South Carolina,Total,Partial emp.,Sliding scale,0.02753412
2024,45,South Carolina,Total,Partial emp.,Fixed (7%),0.01877911
2024,45,South Carolina,Total,Max emp.,Sliding scale,0.01683277
2024,45,South Carolina,Total,Max emp.,Fixed (7%),0.01086788
2024,46,South Dakota,Total,Universal,Sliding scale,0.02252665
2024,46,South Dakota,Total,Universal,Fixed (7%),0.01480369
2024,46,South Dakota,Total,Partial emp.,Sliding scale,0.02096939
2024,46,South Dakota,Total,Partial emp.,Fixed (7%),0.01339527
2024,46,South Dakota,Total,Max emp.,Sliding scale,0.01477829
2024,46,South Dakota,Total,Max emp.,Fixed (7%),0.0086698
2024,47,Tennessee,Total,Universal,Sliding scale,0.02325739
2024,47,Tennessee,Total,Universal,Fixed (7%),0.01420346
2024,47,Tennessee,Total,Partial emp.,Sliding scale,0.02147706
2024,47,Tennessee,Total,Partial emp.,Fixed (7%),0.01269582
2024,47,Tennessee,Total,Max emp.,Sliding scale,0.0121456
2024,47,Tennessee,Total,Max emp.,Fixed (7%),0.00658168
2024,48,Texas,Total,Universal,Sliding scale,0.02680172
2024,48,Texas,Total,Universal,Fixed (7%),0.01866145
2024,48,Texas,Total,Partial emp.,Sliding scale,0.02498012
2024,48,Texas,Total,Partial emp.,Fixed (7%),0.01701858
2024,48,Texas,Total,Max emp.,Sliding scale,0.01449629
2024,48,Texas,Total,Max emp.,Fixed (7%),0.00946146
2024,49,Utah,Total,Universal,Sliding scale,0.03743253
2024,49,Utah,Total,Universal,Fixed (7%),0.0255691
2024,49,Utah,Total,Partial emp.,Sliding scale,0.03588682
2024,49,Utah,Total,Partial emp.,Fixed (7%),0.02413908
2024,49,Utah,Total,Max emp.,Sliding scale,0.01973634
2024,49,Utah,Total,Max emp.,Fixed (7%),0.01251144
2024,50,Vermont,Total,Universal,Sliding scale,0.03722073
2024,50,Vermont,Total,Universal,Fixed (7%),0.02974043
2024,50,Vermont,Total,Partial emp.,Sliding scale,0.03637922
2024,50,Vermont,Total,Partial emp.,Fixed (7%),0.0290097
2024,50,Vermont,Total,Max emp.,Sliding scale,0.02674959
2024,50,Vermont,Total,Max emp.,Fixed (7%),0.02083741
2024,51,Virginia,Total,Universal,Sliding scale,0.02861795
2024,51,Virginia,Total,Universal,Fixed (7%),0.0209554
2024,51,Virginia,Total,Partial emp.,Sliding scale,0.02729364
2024,51,Virginia,Total,Partial emp.,Fixed (7%),0.01976004
2024,51,Virginia,Total,Max emp.,Sliding scale,0.01655696
2024,51,Virginia,Total,Max emp.,Fixed (7%),0.01142806
2024,53,Washington,Total,Universal,Sliding scale,0.03780298
2024,53,Washington,Total,Universal,Fixed (7%),0.02920518
2024,53,Washington,Total,Partial emp.,Sliding scale,0.03588543
2024,53,Washington,Total,Partial emp.,Fixed (7%),0.02747768
2024,53,Washington,Total,Max emp.,Sliding scale,0.02068391
2024,53,Washington,Total,Max emp.,Fixed (7%),0.01530158
2024,54,West Virginia,Total,Universal,Sliding scale,0.04394331
2024,54,West Virginia,Total,Universal,Fixed (7%),0.03228449
2024,54,West Virginia,Total,Partial emp.,Sliding scale,0.04078586
2024,54,West Virginia,Total,Partial emp.,Fixed (7%),0.02937924
2024,54,West Virginia,Total,Max emp.,Sliding scale,0.02474123
2024,54,West Virginia,Total,Max emp.,Fixed (7%),0.01763904
2024,55,Wisconsin,Total,Universal,Sliding scale,0.03187081
2024,55,Wisconsin,Total,Universal,Fixed (7%),0.02418397
2024,55,Wisconsin,Total,Partial emp.,Sliding scale,0.03034447
2024,55,Wisconsin,Total,Partial emp.,Fixed (7%),0.02277194
2024,55,Wisconsin,Total,Max emp.,Sliding scale,0.02103538
2024,55,Wisconsin,Total,Max emp.,Fixed (7%),0.01520349
2024,56,Wyoming,Total,Universal,Sliding scale,0.02894817
2024,56,Wyoming,Total,Universal,Fixed (7%),0.02003729
2024,56,Wyoming,Total,Partial emp.,Sliding scale,0.02752065
2024,56,Wyoming,Total,Partial emp.,Fixed (7%),0.01870083
2024,56,Wyoming,Total,Max emp.,Sliding scale,0.01513527
2024,56,Wyoming,Total,Max emp.,Fixed (7%),0.00990535
2024,99999,United States,Total,Universal,Sliding scale,0.02926549
2024,99999,United States,Total,Universal,Fixed (7%),0.02119872
2024,99999,United States,Total,Partial emp.,Sliding scale,0.02739984
2024,99999,United States,Total,Partial emp.,Fixed (7%),0.01950613
2024,99999,United States,Total,Max emp.,Sliding scale,0.01687891
2024,99999,United States,Total,Max emp.,Fixed (7%),0.01154182
2024,1,Alabama,Married/cohabitating mother,Universal,Sliding scale,0.04820648
2024,1,Alabama,Married/cohabitating mother,Universal,Fixed (7%),0.02880074
2024,1,Alabama,Married/cohabitating mother,Partial emp.,Sliding scale,0.04655074
2024,1,Alabama,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02745393
2024,1,Alabama,Married/cohabitating mother,Max emp.,Sliding scale,0.02538204
2024,1,Alabama,Married/cohabitating mother,Max emp.,Fixed (7%),0.01368656
2024,2,Alaska,Married/cohabitating mother,Universal,Sliding scale,0.07104186
2024,2,Alaska,Married/cohabitating mother,Universal,Fixed (7%),0.0509322
2024,2,Alaska,Married/cohabitating mother,Partial emp.,Sliding scale,0.06502068
2024,2,Alaska,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04600678
2024,2,Alaska,Married/cohabitating mother,Max emp.,Sliding scale,0.0342754
2024,2,Alaska,Married/cohabitating mother,Max emp.,Fixed (7%),0.02279944
2024,4,Arizona,Married/cohabitating mother,Universal,Sliding scale,0.06586615
2024,4,Arizona,Married/cohabitating mother,Universal,Fixed (7%),0.04685011
2024,4,Arizona,Married/cohabitating mother,Partial emp.,Sliding scale,0.06353349
2024,4,Arizona,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04494513
2024,4,Arizona,Married/cohabitating mother,Max emp.,Sliding scale,0.03594831
2024,4,Arizona,Married/cohabitating mother,Max emp.,Fixed (7%),0.02413897
2024,5,Arkansas,Married/cohabitating mother,Universal,Sliding scale,0.05899417
2024,5,Arkansas,Married/cohabitating mother,Universal,Fixed (7%),0.03880128
2024,5,Arkansas,Married/cohabitating mother,Partial emp.,Sliding scale,0.0572387
2024,5,Arkansas,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03737499
2024,5,Arkansas,Married/cohabitating mother,Max emp.,Sliding scale,0.02927205
2024,5,Arkansas,Married/cohabitating mother,Max emp.,Fixed (7%),0.01755397
2024,6,California,Married/cohabitating mother,Universal,Sliding scale,0.06793267
2024,6,California,Married/cohabitating mother,Universal,Fixed (7%),0.05214521
2024,6,California,Married/cohabitating mother,Partial emp.,Sliding scale,0.06570526
2024,6,California,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05019061
2024,6,California,Married/cohabitating mother,Max emp.,Sliding scale,0.03645869
2024,6,California,Married/cohabitating mother,Max emp.,Fixed (7%),0.02685789
2024,8,Colorado,Married/cohabitating mother,Universal,Sliding scale,0.06891029
2024,8,Colorado,Married/cohabitating mother,Universal,Fixed (7%),0.05215835
2024,8,Colorado,Married/cohabitating mother,Partial emp.,Sliding scale,0.06765295
2024,8,Colorado,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05105806
2024,8,Colorado,Married/cohabitating mother,Max emp.,Sliding scale,0.04109734
2024,8,Colorado,Married/cohabitating mother,Max emp.,Fixed (7%),0.02957852
2024,9,Connecticut,Married/cohabitating mother,Universal,Sliding scale,0.05215166
2024,9,Connecticut,Married/cohabitating mother,Universal,Fixed (7%),0.03721089
2024,9,Connecticut,Married/cohabitating mother,Partial emp.,Sliding scale,0.05063988
2024,9,Connecticut,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03587852
2024,9,Connecticut,Married/cohabitating mother,Max emp.,Sliding scale,0.03248574
2024,9,Connecticut,Married/cohabitating mother,Max emp.,Fixed (7%),0.02193388
2024,10,Delaware,Married/cohabitating mother,Universal,Sliding scale,0.03409544
2024,10,Delaware,Married/cohabitating mother,Universal,Fixed (7%),0.01985009
2024,10,Delaware,Married/cohabitating mother,Partial emp.,Sliding scale,0.03313898
2024,10,Delaware,Married/cohabitating mother,Partial emp.,Fixed (7%),0.0191098
2024,10,Delaware,Married/cohabitating mother,Max emp.,Sliding scale,0.0214281
2024,10,Delaware,Married/cohabitating mother,Max emp.,Fixed (7%),0.01125066
2024,11,District of Columbia,Married/cohabitating mother,Universal,Sliding scale,0.06381401
2024,11,District of Columbia,Married/cohabitating mother,Universal,Fixed (7%),0.05496194
2024,11,District of Columbia,Married/cohabitating mother,Partial emp.,Sliding scale,0.06381401
2024,11,District of Columbia,Married/cohabitating mother,Partial emp.,Fixed (7%),0.05496194
2024,11,District of Columbia,Married/cohabitating mother,Max emp.,Sliding scale,0.04474554
2024,11,District of Columbia,Married/cohabitating mother,Max emp.,Fixed (7%),0.03806978
2024,12,Florida,Married/cohabitating mother,Universal,Sliding scale,0.05204671
2024,12,Florida,Married/cohabitating mother,Universal,Fixed (7%),0.03456132
2024,12,Florida,Married/cohabitating mother,Partial emp.,Sliding scale,0.05034092
2024,12,Florida,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03312618
2024,12,Florida,Married/cohabitating mother,Max emp.,Sliding scale,0.02875962
2024,12,Florida,Married/cohabitating mother,Max emp.,Fixed (7%),0.01758197
2024,13,Georgia,Married/cohabitating mother,Universal,Sliding scale,0.03626794
2024,13,Georgia,Married/cohabitating mother,Universal,Fixed (7%),0.02061775
2024,13,Georgia,Married/cohabitating mother,Partial emp.,Sliding scale,0.03525375
2024,13,Georgia,Married/cohabitating mother,Partial emp.,Fixed (7%),0.0198343
2024,13,Georgia,Married/cohabitating mother,Max emp.,Sliding scale,0.01958358
2024,13,Georgia,Married/cohabitating mother,Max emp.,Fixed (7%),0.00979754
2024,15,Hawaii,Married/cohabitating mother,Universal,Sliding scale,0.04787838
2024,15,Hawaii,Married/cohabitating mother,Universal,Fixed (7%),0.03388461
2024,15,Hawaii,Married/cohabitating mother,Partial emp.,Sliding scale,0.04659023
2024,15,Hawaii,Married/cohabitating mother,Partial emp.,Fixed (7%),0.03300713
2024,15,Hawaii,Married/cohabitating mother,Max emp.,Sliding scale,0.02554068
2024,15,Hawaii,Married/cohabitating mother,Max emp.,Fixed (7%),0.01673698
2024,16,Idaho,Married/cohabitating mother,Universal,Sliding scale,0.06786737
2024,16,Idaho,Married/cohabitating mother,Universal,Fixed (7%),0.04555336
2024,16,Idaho,Married/cohabitating mother,Partial emp.,Sliding scale,0.06526695
2024,16,Idaho,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04352777
2024,16,Idaho,Married/cohabitating mother,Max emp.,Sliding scale,0.03755286
2024,16,Idaho,Married/cohabitating mother,Max emp.,Fixed (7%),0.02406158
2024,17,Illinois,Married/cohabitating mother,Universal,Sliding scale,0.03857152
2024,17,Illinois,Married/cohabitating mother,Universal,Fixed (7%),0.02446357
2024,17,Illinois,Married/cohabitating mother,Partial emp.,Sliding scale,0.03759676
2024,17,Illinois,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02372836
2024,17,Illinois,Married/cohabitating mother,Max emp.,Sliding scale,0.02244995
2024,17,Illinois,Married/cohabitating mother,Max emp.,Fixed (7%),0.01318469
2024,18,Indiana,Married/cohabitating mother,Universal,Sliding scale,0.07068361
2024,18,Indiana,Married/cohabitating mother,Universal,Fixed (7%),0.05022233
2024,18,Indiana,Married/cohabitating mother,Partial emp.,Sliding scale,0.06872329
2024,18,Indiana,Married/cohabitating mother,Partial emp.,Fixed (7%),0.04854655
2024,18,Indiana,Married/cohabitating mother,Max emp.,Sliding scale,0.04145586
2024,18,Indiana,Married/cohabitating mother,Max emp.,Fixed (7%),0.02748886
2024,19,Iowa,Married/cohabitating mother,Universal,Sliding scale,0.04262557
2024,19,Iowa,Married/cohabitating mother,Universal,Fixed (7%),0.02700795
2024,19,Iowa,Married/cohabitating mother,Partial emp.,Sliding scale,0.04189859
2024,19,Iowa,Married/cohabitating mother,Partial emp.,Fixed (7%),0.02636513
2024,19,Iowa,Married/cohabitating mother,Max emp.,Sliding scale,0.02714766
